'Ref','Date','Time','Description','Profile ID','Cart ID','Type','Batch','Matured','Debit','Credit','Balance'
"3350131540","04/06/2026","11:38:57","Sale 08S1C6E50CA","5957624","1","Sale Settlement","04/06/2026","04/06/2026","","150.00","564.40"
"3350131540","04/06/2026","11:38:57","Merchant Service Charge for Sale Ref: 08S1C6E50CA","5957624","1","Merchant Service Charge","04/06/2026","04/06/2026","0.55","","563.85"
"3350296242","04/06/2026","14:32:17","Sale 08S1C6EC362","5957624","1","Sale Settlement","05/06/2026","05/06/2026","","300.00","863.85"
"3350296242","04/06/2026","14:32:17","Merchant Service Charge for Sale Ref: 08S1C6EC362","5957624","1","Merchant Service Charge","05/06/2026","05/06/2026","1.08","","862.77"
"3350698614","04/06/2026","20:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","214.13","","648.64"
"3350764403","04/06/2026","21:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","200.27","","448.37"
"3350802157","04/06/2026","22:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","149.45","","298.92"
"3350982208","05/06/2026","01:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","298.92","","0.00"
"3351273607","05/06/2026","07:57:11","Sale 08S1C70FF68","5957624","1","Sale Settlement","05/06/2026","05/06/2026","","180.00","180.00"
"3351273607","05/06/2026","07:57:11","Merchant Service Charge for Sale Ref: 08S1C70FF68","5957624","1","Merchant Service Charge","05/06/2026","05/06/2026","0.66","","179.34"
"3351428940","05/06/2026","10:29:16","Sale 08S1C715677","5957624","1","Sale Settlement","05/06/2026","05/06/2026","","108.00","287.34"
"3351428940","05/06/2026","10:29:16","Merchant Service Charge for Sale Ref: 08S1C715677","5957624","1","Merchant Service Charge","05/06/2026","05/06/2026","0.41","","286.93"
"3351528385","05/06/2026","12:03:22","Sale 08S1C71977F","5957624","1","Sale Settlement","05/06/2026","05/06/2026","","263.18","550.11"
"3351528385","05/06/2026","12:03:22","Merchant Service Charge for Sale Ref: 08S1C71977F","5957624","1","Merchant Service Charge","05/06/2026","05/06/2026","2.27","","547.84"
"3351790912","05/06/2026","16:08:50","Sale 08S1C725C1F","5957624","1","Sale Settlement","06/06/2026","06/06/2026","","390.00","937.84"
"3351790912","05/06/2026","16:08:50","Merchant Service Charge for Sale Ref: 08S1C725C1F","5957624","1","Merchant Service Charge","06/06/2026","06/06/2026","3.34","","934.50"
"3351938117","05/06/2026","18:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","179.34","","755.16"
"3352167721","05/06/2026","21:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","107.59","","647.57"
"3352376555","05/06/2026","23:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","260.91","","386.66"
"3352484614","06/06/2026","03:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","386.66","","0.00"
"3355007938","08/06/2026","09:21:14","Sale 08S1C79F0CE","5957624","1","Sale Settlement","08/06/2026","08/06/2026","","114.00","114.00"
"3355007938","08/06/2026","09:21:14","Merchant Service Charge for Sale Ref: 08S1C79F0CE","5957624","1","Merchant Service Charge","08/06/2026","08/06/2026","0.43","","113.57"
"3355067562","08/06/2026","10:29:17","Sale 08S1C79F6BB","5957624","1","Sale Settlement","08/06/2026","08/06/2026","","270.00","383.57"
"3355067562","08/06/2026","10:29:17","Merchant Service Charge for Sale Ref: 08S1C79F6BB","5957624","1","Merchant Service Charge","08/06/2026","08/06/2026","2.32","","381.25"
"3355149015","08/06/2026","11:55:17","Sale 08S1C7A0E76","5957624","1","Sale Settlement","08/06/2026","08/06/2026","","342.00","723.25"
"3355149015","08/06/2026","11:55:17","Merchant Service Charge for Sale Ref: 08S1C7A0E76","5957624","1","Merchant Service Charge","08/06/2026","08/06/2026","2.94","","720.31"
"3355276754","08/06/2026","14:19:09","Sale 08S1C7A5F2E","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","180.00","900.31"
"3355276754","08/06/2026","14:19:09","Merchant Service Charge for Sale Ref: 08S1C7A5F2E","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.66","","899.65"
"3355331305","08/06/2026","15:16:25","Sale 08S1C7A88E8","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","231.00","1,130.65"
"3355331305","08/06/2026","15:16:25","Merchant Service Charge for Sale Ref: 08S1C7A88E8","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.84","","1,129.81"
"3355628134","08/06/2026","20:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","113.57","","1,016.24"
"3355696939","08/06/2026","21:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","267.68","","748.56"
"3355732459","08/06/2026","22:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","339.06","","409.50"
"3355878772","09/06/2026","01:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","179.34","","230.16"
"3355891814","09/06/2026","02:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","230.16","","0.00"
"3356093783","09/06/2026","08:23:17","Sale 08S1C7BD4F1","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","108.00","108.00"
"3356093783","09/06/2026","08:23:17","Merchant Service Charge for Sale Ref: 08S1C7BD4F1","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.41","","107.59"
"3356245226","09/06/2026","11:13:14","Sale 08S1C7C2084","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","174.00","281.59"
"3356245226","09/06/2026","11:13:14","Merchant Service Charge for Sale Ref: 08S1C7C2084","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.64","","280.95"
"3356323612","09/06/2026","12:34:34","Sale 08S1C7C49E2","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","174.00","454.95"
"3356323612","09/06/2026","12:34:34","Merchant Service Charge for Sale Ref: 08S1C7C49E2","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.64","","454.31"
"3356332581","09/06/2026","12:45:14","Sale 08S1C7C4C1A","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","102.00","556.31"
"3356332581","09/06/2026","12:45:14","Merchant Service Charge for Sale Ref: 08S1C7C4C1A","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.39","","555.92"
"3356343053","09/06/2026","12:57:13","Sale 08S1C7C4F33","5957624","1","Sale Settlement","09/06/2026","09/06/2026","","170.00","725.92"
"3356343053","09/06/2026","12:57:13","Merchant Service Charge for Sale Ref: 08S1C7C4F33","5957624","1","Merchant Service Charge","09/06/2026","09/06/2026","0.62","","725.30"
"3356447999","09/06/2026","14:53:06","Sale 08S1C7CCABF","5957624","1","Sale Settlement","10/06/2026","10/06/2026","","120.00","845.30"
"3356447999","09/06/2026","14:53:06","Merchant Service Charge for Sale Ref: 08S1C7CCABF","5957624","1","Merchant Service Charge","10/06/2026","10/06/2026","0.45","","844.85"
"3356697299","09/06/2026","19:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","107.59","","737.26"
"3356864719","09/06/2026","22:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","173.36","","563.90"
"3356958081","09/06/2026","23:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","444.35","","119.55"
"3357010139","10/06/2026","01:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","119.55","","0.00"
"3357258917","10/06/2026","08:51:03","Sale 08S1C7ED898","5957624","1","Sale Settlement","10/06/2026","10/06/2026","","174.00","174.00"
"3357258917","10/06/2026","08:51:03","Merchant Service Charge for Sale Ref: 08S1C7ED898","5957624","1","Merchant Service Charge","10/06/2026","10/06/2026","0.64","","173.36"
"3357344483","10/06/2026","10:35:14","Sale 08S1C7F07E8","5957624","1","Sale Settlement","10/06/2026","10/06/2026","","150.00","323.36"
"3357344483","10/06/2026","10:35:14","Merchant Service Charge for Sale Ref: 08S1C7F07E8","5957624","1","Merchant Service Charge","10/06/2026","10/06/2026","0.55","","322.81"
"3357442663","10/06/2026","12:17:11","Sale 08S1C7F43F4","5957624","1","Sale Settlement","10/06/2026","10/06/2026","","192.00","514.81"
"3357442663","10/06/2026","12:17:11","Merchant Service Charge for Sale Ref: 08S1C7F43F4","5957624","1","Merchant Service Charge","10/06/2026","10/06/2026","1.66","","513.15"
"3357450073","10/06/2026","12:23:15","Sale 08S1C7F47F6","5957624","1","Sale Settlement","10/06/2026","10/06/2026","","198.00","711.15"
"3357450073","10/06/2026","12:23:15","Merchant Service Charge for Sale Ref: 08S1C7F47F6","5957624","1","Merchant Service Charge","10/06/2026","10/06/2026","0.72","","710.43"
"3357569539","10/06/2026","14:33:03","Sale 08S1C7F94CD","5957624","1","Sale Settlement","11/06/2026","11/06/2026","","214.00","924.43"
"3357569539","10/06/2026","14:33:03","Merchant Service Charge for Sale Ref: 08S1C7F94CD","5957624","1","Merchant Service Charge","11/06/2026","11/06/2026","0.78","","923.65"
"3357879095","10/06/2026","19:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","173.36","","750.29"
"3358020694","10/06/2026","21:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","149.45","","600.84"
"3358159061","10/06/2026","23:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","387.62","","213.22"
"3358210159","11/06/2026","01:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","213.22","","0.00"
"3358437913","11/06/2026","08:47:16","Sale 08S1C81732A","5957624","1","Sale Settlement","11/06/2026","11/06/2026","","198.00","198.00"
"3358437913","11/06/2026","08:47:16","Merchant Service Charge for Sale Ref: 08S1C81732A","5957624","1","Merchant Service Charge","11/06/2026","11/06/2026","0.72","","197.28"
"3358481986","11/06/2026","09:41:06","Sale 08S1C818C18","5957624","1","Sale Settlement","11/06/2026","11/06/2026","","216.00","413.28"
"3358481986","11/06/2026","09:41:06","Merchant Service Charge for Sale Ref: 08S1C818C18","5957624","1","Merchant Service Charge","11/06/2026","11/06/2026","1.87","","411.41"
"3358575130","11/06/2026","11:17:31","Sale 08S1C81C3E1","5957624","1","Sale Settlement","11/06/2026","11/06/2026","","150.00","561.41"
"3358575130","11/06/2026","11:17:31","Merchant Service Charge for Sale Ref: 08S1C81C3E1","5957624","1","Merchant Service Charge","11/06/2026","11/06/2026","0.55","","560.86"
"3358698916","11/06/2026","13:31:10","Sale 08S1C821317","5957624","1","Sale Settlement","11/06/2026","12/06/2026","","174.00","734.86"
"3358698916","11/06/2026","13:31:10","Merchant Service Charge for Sale Ref: 08S1C821317","5957624","1","Merchant Service Charge","11/06/2026","12/06/2026","0.64","","734.22"
"3358737804","11/06/2026","14:14:39","Sale 08S1C82313A","5957624","1","Sale Settlement","12/06/2026","12/06/2026","","312.00","1,046.22"
"3358737804","11/06/2026","14:14:39","Merchant Service Charge for Sale Ref: 08S1C82313A","5957624","1","Merchant Service Charge","12/06/2026","12/06/2026","1.12","","1,045.10"
"3359059962","11/06/2026","19:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","197.28","","847.82"
"3359137557","11/06/2026","20:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","214.13","","633.69"
"3359240014","11/06/2026","22:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","149.45","","484.24"
"3359356928","12/06/2026","00:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","173.36","","310.88"
"3359384833","12/06/2026","01:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","310.88","","0.00"
"3359673767","12/06/2026","08:15:19","Sale 08S1C846CDD","5957624","1","Sale Settlement","12/06/2026","12/06/2026","","174.00","174.00"
"3359673767","12/06/2026","08:15:19","Merchant Service Charge for Sale Ref: 08S1C846CDD","5957624","1","Merchant Service Charge","12/06/2026","12/06/2026","0.64","","173.36"
"3359744041","12/06/2026","09:29:06","Sale 08S1C849599","5957624","1","Sale Settlement","12/06/2026","12/06/2026","","150.00","323.36"
"3359744041","12/06/2026","09:29:06","Merchant Service Charge for Sale Ref: 08S1C849599","5957624","1","Merchant Service Charge","12/06/2026","12/06/2026","1.30","","322.06"
"3360009679","12/06/2026","13:54:30","Sale 08S1C852E37","5957624","1","Sale Settlement","12/06/2026","13/06/2026","","120.00","442.06"
"3360009679","12/06/2026","13:54:30","Merchant Service Charge for Sale Ref: 08S1C852E37","5957624","1","Merchant Service Charge","12/06/2026","13/06/2026","0.45","","441.61"
"3360365625","12/06/2026","19:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","173.36","","268.25"
"3360434182","12/06/2026","20:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","148.70","","119.55"
"3360673435","13/06/2026","00:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","119.55","","0.00"
"3363021965","15/06/2026","08:11:17","Sale 08S1C8A3135","5957624","1","Sale Settlement","15/06/2026","15/06/2026","","120.00","120.00"
"3363021965","15/06/2026","08:11:17","Merchant Service Charge for Sale Ref: 08S1C8A3135","5957624","1","Merchant Service Charge","15/06/2026","15/06/2026","1.05","","118.95"
"3363255041","15/06/2026","12:23:02","Sale 08S1C8AA6A5","5957624","1","Sale Settlement","15/06/2026","15/06/2026","","198.00","316.95"
"3363255041","15/06/2026","12:23:02","Merchant Service Charge for Sale Ref: 08S1C8AA6A5","5957624","1","Merchant Service Charge","15/06/2026","15/06/2026","0.72","","316.23"
"3363408281","15/06/2026","15:02:36","Sale 08S1C8AF513","5957624","1","Sale Settlement","16/06/2026","16/06/2026","","162.00","478.23"
"3363408281","15/06/2026","15:02:36","Merchant Service Charge for Sale Ref: 08S1C8AF513","5957624","1","Merchant Service Charge","16/06/2026","16/06/2026","0.60","","477.63"
"3363528247","15/06/2026","17:00:37","Sale 08S1C8B345A","5957624","1","Sale Settlement","16/06/2026","16/06/2026","","222.00","699.63"
"3363528247","15/06/2026","17:00:37","Merchant Service Charge for Sale Ref: 08S1C8B345A","5957624","1","Merchant Service Charge","16/06/2026","16/06/2026","1.92","","697.71"
"3363685308","15/06/2026","19:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","118.95","","578.76"
"3363918621","15/06/2026","23:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","197.28","","381.48"
"3363991001","16/06/2026","02:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","161.40","","220.08"
"3364045665","16/06/2026","04:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","220.08","","0.00"
"3364284637","16/06/2026","10:19:15","Sale 08S1C8C5A76","5957624","1","Sale Settlement","16/06/2026","16/06/2026","","135.00","135.00"
"3364284637","16/06/2026","10:19:15","Merchant Service Charge for Sale Ref: 08S1C8C5A76","5957624","1","Merchant Service Charge","16/06/2026","16/06/2026","0.50","","134.50"
"3364451405","16/06/2026","13:31:08","Sale 08S1C8CC1B5","5957624","1","Sale Settlement","16/06/2026","17/06/2026","","108.00","242.50"
"3364451405","16/06/2026","13:31:08","Merchant Service Charge for Sale Ref: 08S1C8CC1B5","5957624","1","Merchant Service Charge","16/06/2026","17/06/2026","0.41","","242.09"
"3364894551","16/06/2026","21:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","134.50","","107.59"
"3365017248","17/06/2026","00:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","107.59","","0.00"
"3365226554","17/06/2026","08:19:12","Sale 08S1C8ED55B","5957624","1","Sale Settlement","17/06/2026","17/06/2026","","318.00","318.00"
"3365226554","17/06/2026","08:19:12","Merchant Service Charge for Sale Ref: 08S1C8ED55B","5957624","1","Merchant Service Charge","17/06/2026","17/06/2026","1.14","","316.86"
"3365314307","17/06/2026","10:13:21","Sale 08S1C8F01F5","5957624","1","Sale Settlement","17/06/2026","17/06/2026","","114.00","430.86"
"3365314307","17/06/2026","10:13:21","Merchant Service Charge for Sale Ref: 08S1C8F01F5","5957624","1","Merchant Service Charge","17/06/2026","17/06/2026","0.43","","430.43"
"3365390155","17/06/2026","11:33:08","Sale 08S1C8F23FC","5957624","1","Sale Settlement","17/06/2026","17/06/2026","","186.00","616.43"
"3365390155","17/06/2026","11:33:08","Merchant Service Charge for Sale Ref: 08S1C8F23FC","5957624","1","Merchant Service Charge","17/06/2026","17/06/2026","1.61","","614.82"
"3365523790","17/06/2026","14:07:06","Sale 08S1C8F6A34","5957624","1","Sale Settlement","18/06/2026","18/06/2026","","348.00","962.82"
"3365523790","17/06/2026","14:07:06","Merchant Service Charge for Sale Ref: 08S1C8F6A34","5957624","1","Merchant Service Charge","18/06/2026","18/06/2026","2.99","","959.83"
"3365810906","17/06/2026","19:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","316.86","","642.97"
"3365937607","17/06/2026","21:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","113.57","","529.40"
"3365976630","17/06/2026","22:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","184.39","","345.01"
"3366101855","18/06/2026","01:00:00","Maturity of Sales for Account: 46795987",,"","Transfer for Remittance","","","345.01","","0.00"
"3366603919","18/06/2026","14:29:03","Sale 08S1C91F9D0","5957624","1","Sale Settlement","19/06/2026","","","186.00","186.00"
"3366603919","18/06/2026","14:29:03","Merchant Service Charge for Sale Ref: 08S1C91F9D0","5957624","1","Merchant Service Charge","19/06/2026","","0.68","","185.32"
